x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,y
1328025,443,44,235,516,0,0,0,0,0,1,2,0,14,17,7,10,5,5,13,4,3,2,0,1,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0.1994,237300,189964,200000,100,1,2,1,0,0,0,0,0,0,0,0,0.2174,0.0889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,3,3,3,3,1,1,0,0,0,3849,1957,24900,33451,443,80,285.6,0,0,,0,1,1,1,1,1,1,3,2,0,1,0,174,44,109,58546,0.1377,1,1,1,0,0,,,,,0,0,0,0.0845,62395,0,,0,0,0,62395,0,62395,1,1,1,0,0,,,,,0,15059,,0,,0,,0,0,0,0,,0,,824
1487057,120,117,118,232,1,0,0,0,0,0,1,3,11,15,2,13,8,2,6,0,2,0,5,1,1,1,3,3,5,0,0,0,0,0,0,0,0,0,0,,0,0,20000,2970,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20000,0,,,,4,0,,0,0,1,1,1,1,1,3,2,2,7,2,120,117,118.5,0,0,1,1,1,0,0,,,,,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,1,0,0,7,,,,0,0,,0,,0,,0,0,0,0,1,0,,680
1433312,,,,143,1,0,0,0,1,0,3,2,3,9,0,9,4,0,6,0,2,0,2,0,1,1,0,2,5,9,0,0,1,4,9,0,0,1,4,,0,0,2236,250,0,0,0,0,0,0,0,1,0,0,3,,,4,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,2634,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1414,462,2236,0,,,,5,0,,0,0,0,0,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,1,1,1,0.2055,7766,6963,0.3672,0,0,0,0,0,0,1,1,1,0,0,9,,,,0,0,,0,,0,,1,1,1,0,,0,,520
1055736,183,140,164,234,1,1,1,1,0,2,2,4,7,17,3,14,4,2,15,1,3,1,2,0,0,1,0,0,8,1,0,0,1,1,1,0,0,1,1,0.4164,19400,11320,23000,100,0,0,0,0,1,0,0,0,0,0,0,0.4164,0.4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,8080,8080,23000,11320,183,183,183,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.1788,24887,0,,0,0,0,24887,0,24887,1,1,1,2,0,1,169,140,154.5,16807,16807,0.6051,0,,16807,0.6051,1,1,1,0,1,16807,0.6051,800
844519,,,,182,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1750,1750,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5827,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1750,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,579
1603357,492,17,251,492,1,0,0,2,0,1,4,0,6,13,4,9,6,4,10,3,3,3,1,0,0,1,0,0,6,4,0,0,0,0,3,0,0,0,0,0.0156,33500,32977,75000,124,2,0,0,0,0,0,0,0,0,0,0,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666,0.6666,3,3,3,3,2,1,0,0,0,523,294,15900,32977,289,17,171.3333,0,0,,0,1,1,1,1,0,1,1,0,0,1,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.0042,643,0,,0,0,0,643,0,643,1,1,1,0,0,1,,,,0,0,,0,,0,,0,0,0,0,,0,,812
1106327,172,69,120,172,0,0,0,0,0,1,1,1,4,7,2,5,3,2,7,2,3,2,0,0,0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,0.1567,21800,18383,12800,2000,0,2,0,0,0,0,0,0,0,0,0,0.1727,0.1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,3417,1862,12800,18383,172,69,120.5,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.0631,3417,0,,0,0,0,3417,0,3417,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,797
1514454,46,45,45,173,0,1,1,0,0,2,0,0,4,7,2,5,3,2,6,1,2,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0.8648,11400,1541,20000,350,0,0,0,0,0,0,0,0,2,0,0,0.8763,0.8326,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,2,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,15,0,1,1,3,5,0,1,1,7,15,0,0,0,0,3,0,0,0,4,10,0,0,0,0,2,0,0,0,4,7,0,0,0,4,5,1,1,1,1,0,0,0,0,0,1,1,2498,2498,20000,502,46,46,46,3,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.2717,9859,0,,0,0,0,9859,2498,7361,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,643
1298592,466,34,209,466,0,0,0,1,2,4,0,1,21,29,13,16,8,6,21,10,4,3,2,1,1,1,2,2,13,1,0,0,0,0,1,0,0,0,0,0.4925,108900,55263,31000,300,4,2,0,0,0,1,2,1,0,1,0,0.9298,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,8,3,0,0,0,0,24812,8989,13300,53088,466,36,259.5,0,0,,0,1,1,1,1,1,1,5,2,0,1,0,52,34,43,129401,0.7761,1,1,1,1,3421,44,44,44,0.1277,1,1,1,0.2629,157634,0,,0,0,0,157634,0,157634,1,1,1,1,0,1,44,44,44,3421,103997,0.1277,0,,3421,0.1277,1,1,1,0,,0,,681
1645731,6,6,6,45,1,2,3,0,0,1,0,0,0,4,1,3,3,1,3,1,2,1,1,0,1,1,0,1,2,8,0,1,2,4,7,0,1,2,4,0.9866,300,4,700,200,0,0,0,0,0,0,0,0,0,1,0,0.9866,0.9866,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,296,296,700,4,6,6,6,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,1,1,1,0.3206,6087,5791,0.3256,0,0,0,296,0,296,1,1,1,0,0,9,,,,0,0,,0,,0,,1,1,1,0,,0,,528
1357248,80,4,29,209,0,1,7,8,0,0,6,0,2,23,7,16,5,3,15,5,2,2,7,0,0,1,0,0,6,7,0,0,1,5,6,0,0,1,4,1.0433,2700,-117,800,200,0,0,0,0,0,0,0,0,0,3,8,1.22,0.9325,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,3,18,9,9,9,9,9,18,18,18,18,18,6,6,6,6,6,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7,6438,976,800,-117,13,4,8.8,7,1,1.22,976,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.3287,31893,4597,1.2949,1,1,1,28272,976,27296,1,1,1,2,0,1,80,80,80,25455,25455,1,0,,25455,1,0,0,0,1,1,25455,1,479
1443030,248,25,139,248,0,0,0,1,1,1,2,0,4,9,3,6,6,2,4,3,3,2,1,1,1,1,3,1,3,1,0,0,1,1,1,0,0,1,1,0.0107,76200,75379,52200,1000,1,1,0,0,0,0,0,0,0,0,0,0.1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666,0.6666,3,3,3,2,2,2,0,0,0,821,817,52200,75379,248,25,139.3333,0,0,,0,1,1,1,1,0,1,3,0,0,1,0,,,,0,,0,1,1,0,0,,,,,1,1,1,0.0004,821,0,,0,0,0,821,0,821,1,1,1,0,0,1,,,,0,0,,0,,0,,1,1,1,0,,0,,831
1651128,80,1,52,80,0,1,1,2,1,6,10,0,0,20,12,8,4,3,18,11,2,2,2,0,1,1,0,1,11,1,0,1,1,1,1,0,1,1,1,0.7618,12250,2798,3500,300,0,0,0,0,1,0,1,0,7,0,0,0.8595,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8181,0.8181,3,2,1,0,0,0,1,1,1,8952,2883,3500,2798,75,1,49.7272,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.4371,8952,0,,0,0,0,8952,0,8952,1,1,1,1,0,1,80,80,80,0,0,,0,,0,,0,0,0,0,,0,,654
1281260,34,2,15,36,0,2,4,6,4,2,0,0,0,16,7,9,5,4,12,5,3,2,4,0,1,1,0,2,9,25,0,0,1,6,8,0,0,1,4,1.0073,4350,-32,2300,200,0,0,0,0,0,0,0,0,2,2,6,1.24,0.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,0,0,0,0,0,1,0,1,0,0,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1,1,22,9,9,11,11,11,13,13,22,22,22,3,3,6,6,6,4,4,11,11,11,1,1,3,3,3,1,1,5,5,5,0,0,2,2,2,1,1,1,1,0,0,0,0,1,2,3,6720,2281,2300,-32,34,2,15,9,3,1.0244,3432,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,10612,9,9,9,0.902,1,1,1,0.5482,18546,6984,0.788,4,4,4,16208,4646,11562,1,1,1,2,1,2,26,9,17.5,11826,11826,0.7818,1214,0.361,10612,0.902,1,1,1,0,,0,,471
1593611,112,16,38,217,0,0,0,3,1,2,0,2,4,12,5,7,3,3,9,4,2,2,3,0,1,1,0,3,5,1,0,0,0,0,1,0,0,0,0,0.0407,18224,17481,10000,124,2,1,0,0,0,0,0,0,0,0,0,0.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,4,3,2,1,0,0,0,0,0,743,534,10000,17481,112,16,43.75,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,3757,18,18,18,0.5367,1,1,1,0.0735,4500,0,,0,0,0,4500,0,4500,1,1,1,1,0,1,18,18,18,3757,3757,0.5367,0,,3757,0.5367,1,1,1,0,,0,,794
1626029,5,5,5,531,0,1,1,0,0,0,1,0,1,3,1,2,2,1,2,1,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0.029,15000,14564,19600,15000,1,0,0,0,0,0,0,0,0,0,0,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,436,436,19600,14564,5,5,5,0,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.0092,436,0,,0,0,0,436,0,436,1,1,1,0,0,1,,,,0,0,,0,,0,,0,0,0,0,,0,,751
1271365,34,8,21,34,1,2,3,1,1,0,0,0,0,5,2,3,3,2,4,1,2,1,1,0,1,1,0,1,2,9,0,1,7,8,6,0,1,4,5,0,700,700,2000,400,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,821,475,2000,700,34,34,34,2,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,1,20728,8,8,8,0.9265,1,1,1,0.8297,21549,475,1.1875,0,0,0,20728,0,20728,1,1,1,1,0,1,8,8,8,20728,20728,0.9265,0,,20728,0.9265,1,1,1,0,,0,,616
1123692,120,70,95,532,1,0,0,0,2,0,1,0,5,8,2,6,3,1,6,2,2,1,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0.5476,6900,3121,6100,450,1,0,0,0,0,0,1,0,1,0,0,0.6142,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,7006,3747,6100,3121,120,70,95,3,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.3424,7006,3227,0.8963,0,0,0,3779,32,3747,1,1,1,0,0,1,,,,0,0,,0,,0,,0,0,0,0,,0,,681
1377000,172,1,47,172,0,3,4,1,2,2,4,4,7,24,7,17,8,5,11,2,3,2,8,1,1,1,4,6,8,5,0,3,4,5,3,0,1,2,3,0.4346,7650,4325,51000,224,0,0,0,0,1,0,0,0,0,0,0,0.4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1,1,1,0,0,1,1,2,3325,3325,10000,4325,44,2,23,0,0,,0,1,1,1,1,1,1,5,2,0,5,1,172,63,117.5,315825,0.8344,1,1,1,1,67750,4,1,2.5,0.9845,1,1,1,0.3467,393020,0,0,0,0,0,393020,0,393020,1,1,1,3,0,1,48,1,17.6666,73870,389695,0.9349,0,,73870,0.9349,1,1,1,0,,0,,773
311738,194,2,63,194,0,1,1,1,1,2,1,0,3,9,4,5,2,2,9,4,2,2,0,0,0,1,0,0,9,1,0,1,1,1,1,0,1,1,1,0.1555,65900,55650,35000,750,1,1,1,0,0,0,0,0,0,0,0,0.2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,4,4,4,4,2,2,1,1,1,10250,8592,35000,55650,194,2,63.25,1,0,,0,1,1,1,1,0,0,0,0,0,,0,,,,0,,0,0,0,0,0,,,,,0,0,0,0.0764,10250,0,,0,0,0,10250,0,10250,1,1,1,0,0,,,,,0,0,,0,,0,,0,0,0,0,,0,,769
1105793,115,115,115,162,0,0,0,0,0,0,0,0,3,3,1,2,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,1,3,0,0,0,1,8,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,,0,0,0,0,0,0,5,0,0,0,1,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,17,0,0,0,1,3,0,0,0,1,8,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,0,0,1,1,3,1,0,5,2,115,115,115,101124,0.8569,1,1,1,0,0,,,,,0,0,0,0.3353,101124,0,0,0,0,0,101124,101124,0,1,1,1,0,0,,,,,0,101124,,0,,0,,0,0,0,0,,0,,630
